Date,High,Low,Open,Close,Volume,Adj Close,Signal,MACD,SIGNAL LINE,plusDI,minusDI,adx,RSI-7,RSI-14,RSI,%R,%K,%D,STOCH,MACD-SL,DMI,MACD_n,SIGNAL LINE_n,MACD-SL_n,plusDI_n,minusDI_n,DMI_n,STOCH_n,%K_n,%D_n,RSI_n,%R_n,Trend GT
27/12/2004,51.11000061,50.65000153,50.93000031,50.84999847,1251300,34.48564911,wait or hold,0.0935399050203145,0.06441604350682817,24.848020024657657,16.61666260331373,0.0,51.895586258888116,53.72388924621673,53.72388924621673,-50.27630258241888,49.72369741758112,63.71770900424132,-13.9940115866602,0.029123861513486338,8.231357421343926,0.5392213634920957,0.5294703929971176,0.28957983622617567,0.42181420724219487,-0.0166196701728184,0.36037076933871504,-0.30417963911130974,-0.005526051648377717,0.27482125631696697,0.18173978172640926,-0.005526051648377606,down
28/12/2004,51.34999847,50.90000153,50.90000153,51.31999969,1153200,34.80439377,wait or hold,0.09516488223433583,0.06567629891206347,25.17102988196871,16.384827354333506,0.0,60.48669788222889,58.04849670812693,58.04849670812693,-24.309349345200125,75.69065065479988,61.694275801491564,13.996374853308318,0.02948858332227236,8.786202527635204,0.5411928070858729,0.5315083236888292,0.2903551450560349,0.440296967790053,-0.030339767225416425,0.3869388559885012,0.2840136680526124,0.5138130130959975,0.23380005658708392,0.3154720152420136,0.5138130130959973,down
29/12/2004,51.5,51.25999832,51.34999847,51.45999908,1110300,34.899345399999994,wait or hold,0.09717893910322317,0.06696237125762734,25.42460779312629,16.273524845271336,0.0,62.79573599256157,59.269512528137064,59.269512528137064,-16.574565990022567,83.42543400997744,69.61326069411952,13.812173315857919,0.03021656784559583,9.151082947854956,0.5436362872020308,0.5335880023745132,0.2919026610403739,0.45480680303523013,-0.036926691488434416,0.40441071346960444,0.28014283505321824,0.6685086801995486,0.3943421790040562,0.3532301642083746,0.6685086801995488,down
30/12/2004,51.77999878,51.56000137,51.74000168,51.75999832,1179700,35.10279083,wait or hold,0.10028940356470883,0.06831778979459954,25.993539809776756,16.12437437504901,0.0,67.53817266212367,61.833051346066554,61.833051346066554,-1.092922493981637,98.90707750601837,86.0077207235986,12.899356782419773,0.03197161377010929,9.869165434727748,0.5474099433390869,0.5357798192277761,0.29563345686695897,0.48736133347370636,-0.045753472298912023,0.4387952246000224,0.26096079993596755,0.978141550120367,0.7267081886251892,0.4325038959505463,0.9781415501203674,down
31/12/2004,51.99000168,51.63999939,51.77999878,51.72000122,941100,35.07566833,wait or hold,0.10284401266315513,0.06971689646022243,26.338168207028872,15.9609687744041,0.0,66.22510644904551,61.27928442712906,61.27928442712906,-13.235310697801006,86.76468930219899,89.69906693939829,-2.9343776371993044,0.0331271162029327,10.377199432624773,0.550509228484922,0.5380422831719942,0.2980897707410144,0.5070811160135595,-0.055423877078374484,0.463121817957556,-0.07177117691634793,0.7352937860439794,0.801543102960236,0.41537945458359404,0.7352937860439797,down
3/1/2005,51.54000092,51.0,51.09999847,51.22000122,2483600,34.73657608,wait or hold,0.10274589647548282,0.07105068159460616,25.78910039679876,17.481281192109858,0.0,51.595374216782595,54.68590705370903,54.68590705370903,-37.74510356593367,62.25489643406633,82.64222108076126,-20.38732464669493,0.03169521488087666,8.3078192046889,0.5503901926437031,0.5401991171361393,0.2950459008332287,0.47566322386159543,0.034548782441456094,0.3640320493288822,-0.4385294795674729,0.2450979286813264,0.6584791841529549,0.21148879159860323,0.24509792868132663,down
4/1/2005,51.77999878,51.02000046,51.47000122,51.04999924,2753700,34.62127686,wait or hold,0.10172484612203903,0.07228524332360807,25.916351776578416,17.097057130347746,0.0,47.43842482591884,52.61310954954904,52.61310954954904,-46.078530199878635,53.921469800121365,67.64701851212892,-13.725548712007559,0.029439602798430956,8.81929464623067,0.5491514410102329,0.5421954991614764,0.2902510245134444,0.4829446015923904,0.011810258250213534,0.3885234320518032,-0.29853812835791804,0.07842939600242715,0.3544804167501072,0.1473905255019976,0.07842939600242738,down
5/1/2005,51.16999817,50.65000153,50.97999954,50.65000153,1981600,34.35001373,wait or hold,0.09877184985466414,0.07334785427555757,25.524341785296595,17.914722407674216,0.0,38.84689345915658,48.00274043296414,48.00274043296414,-65.68625223953347,34.313747760466526,50.163371331551446,-15.84962357108492,0.025423995579106573,7.60961937762238,0.5455688273443113,0.5439138234498155,0.28171483155928345,0.46051362421744124,0.060199996268074596,0.33059959530876704,-0.3431736898820147,-0.31372504479066954,3.3241510207115965e-05,0.0048215259517063735,-0.3137250447906694,down
6/1/2005,51.22999954,50.52999878,50.54000092,51.09000015,1704000,34.64841461,wait or hold,0.097977109513117,0.07433291479063799,25.00436910670882,17.899005871055184,0.0,50.379814151531846,52.89273228155927,52.89273228155927,-44.117702162604836,55.882297837395164,48.039171799327725,7.843126038067439,0.023644194722479014,7.105363235653634,0.5446046379750449,0.545506742669631,0.27793141283769107,0.43076056779442484,0.05926988573185388,0.3064539000118178,0.15470856616695627,0.11764595674790312,-0.04303080090990219,0.1560374542285523,0.11764595674790335,down
7/1/2005,51.38999939,50.91999817,51.22000122,51.02999878,1519100,34.60771561,wait or hold,0.09682773562453661,0.07522995353863982,25.12888376746349,17.652416701946894,0.0,48.912256659359166,52.172187034268546,52.172187034268546,-50.7937179641087,49.2062820358913,46.467442544584365,2.7388394913069334,0.0215977820858968,7.476467065516594,0.5432102025516157,0.5469573238681826,0.27358124306868703,0.437885349306,0.04467664614828304,0.32422375793445535,0.04744648205495294,-0.015874359282174177,-0.07489457560358126,0.13375563417483582,-0.015874359282174066,down
10/1/2005,51.45000076,50.84999847,50.93000031,51.34000015,1979900,34.81796646,wait or hold,0.0971037498248819,0.07609975663534846,24.68549545900758,17.546799058127355,0.0,56.542711466188265,55.54197483074544,55.54197483074544,-38.46157346376358,61.53842653623642,55.54233546984099,5.996091066395429,0.021003993189533443,7.1386964008802245,0.5435450665868571,0.5483638629071461,0.2723189939699697,0.4125144829085121,0.03842615434410357,0.3080500183014272,0.11589475376157088,0.23076853072472825,0.1090813494273839,0.23796144995480217,0.23076853072472847,down
11/1/2005,51.45999908,51.09999847,51.34000015,51.09999847,1600600,34.65519714,wait or hold,0.09608779317133553,0.07689241119342359,24.451158466164703,17.35911288675163,0.0,49.8214945086619,52.46029100946854,52.46029100946854,-57.79238170844715,42.20761829155285,50.98410895456022,-8.776490663007372,0.019195381977911943,7.092045579413075,0.5423124946966749,0.5496456467781898,0.2684743315221174,0.39910562114102377,0.02731881627522692,0.30581620015475997,-0.19453803434596406,-0.1558476341689432,0.01667211148304326,0.1426648330853888,-0.1558476341689431,down
12/1/2005,51.33000183,50.99000168,51.04999924,51.29999924,1682700,34.79083252,wait or hold,0.09597403827319084,0.07764714381492095,24.201471770708906,17.512214840824477,0.0,55.0197468128298,54.715161750001776,54.715161750001776,-47.26034722259805,52.73965277740195,52.16189920173044,0.5777535756715082,0.01832689445826989,6.689256929884429,0.5421744857675199,0.5508661079378849,0.26662814073675656,0.3848184429028334,0.036379447383144026,0.2865291529754892,0.002033165789770308,0.05479305554803893,0.04054953372926362,0.21239345078686656,0.05479305554803893,down
13/1/2005,51.88999939,51.29999924,51.29999924,51.52000046,2213700,34.94002914,wait or hold,0.09679459555361802,0.07840257945854727,25.45844050143802,17.20092555688041,0.0,60.298021562792755,57.1242618574732,57.1242618574732,-32.19180044094437,67.80819955905564,54.25182354267019,13.55637601638545,0.018392016095070754,8.25751494455761,0.5431699965844514,0.5520877059388642,0.2667665733141631,0.4567427249034257,0.017957230718797845,0.36162329069180066,0.27476748020190156,0.3561639911811125,0.08291871285191932,0.28689138868584285,0.3561639911811125,down
14/1/2005,51.84000015,51.34999847,51.36000061,51.49000168,1707000,34.91969681,wait or hold,0.09728048819258817,0.0791455851538993,25.08030733246609,16.94544091752451,0.0,59.193012515730736,56.68146322962974,56.68146322962974,-34.24650731858137,65.75349268141863,62.100448339292114,3.6530443421265204,0.018134903038688865,8.13486641494158,0.5437594878844498,0.5532892037498509,0.2662200142160154,0.43510578516576115,0.0028375538671128187,0.355750414234282,0.06665769143865163,0.3150698536283725,0.24203442022966293,0.2731984812900363,0.3150698536283727,down
18/1/2005,51.68000031,51.20000076,51.40000153,51.58000183,2374100,34.98072815,wait or hold,0.09803457318048459,0.07988730505670937,24.71308708592605,17.154878513598383,0.0,61.652721611675965,57.7398419648576,57.7398419648576,-28.08212572728442,71.91787427271558,68.49318883772999,3.424685434985591,0.01814726812377522,7.558208572327665,0.5446743536473198,0.5544886223346159,0.2662462993446213,0.4140932874617391,0.015232149413890284,0.32813785109525995,0.06185893022470279,0.4383574854543113,0.37163488564229064,0.305927313539917,0.4383574854543115,down
19/1/2005,51.68999863,50.38999939,51.68999863,50.66999817,3608600,34.36358261,wait or hold,0.09419579363314057,0.08044791072197788,23.751198139307224,18.91233312671261,0.0,36.03224413800198,45.6065392225424,45.6065392225424,-82.50010129673002,17.49989870326997,51.72375521913477,-34.2238565158648,0.01374788291116269,4.8388650125946135,0.5400170961293476,0.5553951651563742,0.2568942888009056,0.3590535954164684,0.11923897306787246,0.19792537466476978,-0.7292920046673296,-0.6500020259346007,0.03166701079938461,-0.06927753220441801,-0.6500020259346004,down
20/1/2005,50.54999924,50.02999878,50.27999878,50.15999985,3979000,34.0177002,wait or hold,0.08803834357924956,0.08074466747507945,23.29532237906162,19.628987716663833,0.0,28.333671431966465,40.47339602885589,40.47339602885589,-93.36730216062442,6.6326978393755835,32.01682360512043,-25.384125765744844,0.007293676104170102,3.6663346623977873,0.5325467972488445,0.5558750438322411,0.24317423311283526,0.3329681917500462,0.16165086069311996,0.14178017740104987,-0.5435328521274718,-0.8673460432124883,-0.3678529618407035,-0.22801256429537786,-0.8673460432124884,down
21/1/2005,50.56999969,50.15999985,50.15999985,50.22000122,2987800,34.05839157,wait or hold,0.0825117099425654,0.08081361008335852,23.06691431607183,19.38555069429789,0.0,30.375504240890876,41.31033729153773,41.31033729153773,-89.78481840390361,10.215181596096393,11.449259379580695,-1.2340777834843024,0.0016980998592068808,3.68136362177394,0.5258418130901859,0.555986529374612,0.23127941474343272,0.3198985858544745,0.14724416633690018,0.14249982093837987,-0.03604087371843023,-0.7956963680780722,-0.7848205982847942,-0.20213136574368906,-0.7956963680780723,down
24/1/2005,50.68000031,50.11999893,50.22999954,50.18000031,2066600,34.03125,wait or hold,0.07708809245831816,0.08066854301972387,23.00868767740876,19.05589031215187,0.0,29.716989758577384,40.897504609047985,40.897504609047985,-91.93540425774391,8.064595742256088,8.304158392576069,-0.23956265031998036,-0.0035804505614057125,3.952797365256888,0.5192618094740384,0.5557519446863739,0.2200585152760297,0.3165668329820541,0.12773474118548278,0.15549709735798123,-0.015142014517072644,-0.8387080851548783,-0.8485814457312246,-0.2148976196023007,-0.8387080851548783,down
25/1/2005,50.40000153,49.93999863,50.27999878,49.95000076,2150600,33.87528229,wait or hold,0.07083424081940848,0.08028633427333368,22.685061658444315,19.338243928798345,0.0,25.944022387009426,38.51420797254594,38.51420797254594,-99.48707045632106,0.5129295436789321,6.264235627343851,-5.751306083664919,-0.009452093453925198,3.34681772964597,0.5116745549306652,0.5551338835126836,0.20757684713695657,0.29804881540398265,0.14444453419833092,0.126480495635509,-0.1309664460679304,-0.9897414091264214,-0.8899369394892634,-0.2885976224665755,-0.9897414091264213,down
26/1/2005,50.97000122,50.0,50.04999924,50.68999863,2425100,34.3771286,wait or hold,0.06858764443136778,0.0798324959030241,23.709814971258194,18.741298757946325,0.0,49.84600925008636,48.84349454605227,48.84349454605227,-61.5384765285938,38.4615234714062,15.679682919113787,22.781840552292415,-0.011244851471656325,4.968516213311869,0.5089489548306827,0.554399991684021,0.20376588467881884,0.35668563305108014,0.10911709492757526,0.20413356555597062,0.46863248835877735,-0.2307695305718761,-0.6990569324907585,0.0308206313898316,-0.230769530571876,down
27/1/2005,51.06000137,50.18999863,50.79999924,50.25999832,2100400,34.08552551,wait or hold,0.06429350943221834,0.0792307345048285,23.359848511749803,18.250552432755835,0.0,40.897414756333795,44.19713653335764,44.19713653335764,-83.5897658829629,16.410234117037103,18.461562377374126,-2.051328260337023,-0.014937225072610152,5.109296078993967,0.5037392541272878,0.5534268968515168,0.19591680686938728,0.33666040433291666,0.08007454320415874,0.21087463910528603,-0.05321467236505706,-0.6717953176592579,-0.6426596999422969,-0.11286127274218316,-0.6717953176592579,down
28/1/2005,50.15000153,49.65999985,50.08000183,49.66999817,1959800,33.68538284,wait or hold,0.05731039201065613,0.0783832805273407,22.936825890282506,19.519679283156325,0.0,31.767975279763036,38.75024825225772,38.75024825225772,-99.55164475056344,0.4483552494365586,18.44003761262667,-17.99168236319011,-0.021072888516684568,3.417146607126181,0.4952672448052222,0.5520564980709513,0.18287389599693848,0.31245487115199566,0.15518194656989115,0.12984810884807918,-0.38818716791205676,-0.9910328950112688,-0.643096072970398,-0.28129841806859723,-0.9910328950112688,down
31/1/2005,50.49000168,50.0,50.13999939,50.43999863,2092900,34.20759583,wait or hold,0.054585644697183966,0.07746474055377339,23.39354964437477,19.038469389199516,0.0,49.076265102756224,47.79310666875339,47.79310666875339,-65.02246901808782,34.97753098191218,17.278706782795332,17.69882419911685,-0.022879095856589426,4.3550802551752525,0.4919615457532873,0.5505711477237754,0.1790343435889108,0.33858879738470815,0.12670376442632514,0.17475992685019381,0.36181737862262175,-0.3004493803617565,-0.6666398123230204,-0.0016610951312726607,-0.3004493803617564,down
1/2/2005,51.13999939,50.45999908,50.65999985,50.93000031,2636900,34.53990936,wait or hold,0.05442658141645751,0.07657690066549834,24.85507856410114,18.63789343649315,0.0,57.14680331617853,52.59002568122986,52.59002568122986,-43.04929497877844,56.95070502122156,30.79219708419015,26.15850793703141,-0.02215031924904083,6.217185127607991,0.4917685681022239,0.5491354417945447,0.18058354334942917,0.42221809985227665,0.10299752919141891,0.2639245658473168,0.5395901780813495,0.13901410042443096,-0.3926798990686411,0.14667669024742414,0.1390141004244312,down
